,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
4974,57,admin.,married,university.degree,no,no,yes,telephone,may,mon,212,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
4975,45,admin.,single,unknown,unknown,no,no,telephone,may,mon,87,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
4976,34,admin.,married,university.degree,no,yes,no,cellular,may,mon,186,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.264,5099.1,no
4977,49,entrepreneur,married,university.degree,no,no,no,cellular,jul,tue,114,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
4978,26,admin.,married,high.school,no,no,yes,telephone,jun,mon,1021,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
4979,29,admin.,married,university.degree,no,yes,no,cellular,jun,tue,201,1,999,0,nonexistent,-1.7,94.055,-39.8,0.7020000000000001,4991.6,yes
4980,36,management,married,university.degree,no,no,no,cellular,jun,tue,522,1,6,2,success,-1.7,94.055,-39.8,0.737,4991.6,yes
4981,31,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,342,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
4982,40,blue-collar,married,high.school,no,yes,no,telephone,may,wed,285,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
4983,56,retired,married,high.school,no,no,no,cellular,jun,tue,383,1,3,1,success,-1.7,94.055,-39.8,0.7609999999999999,4991.6,yes
4984,51,unemployed,married,professional.course,unknown,yes,yes,cellular,jul,thu,901,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
4985,40,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jun,mon,65,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
4986,28,services,married,high.school,no,no,no,cellular,jul,tue,289,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
4987,52,admin.,married,basic.6y,no,yes,no,telephone,may,thu,152,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
4988,34,technician,single,professional.course,no,yes,no,cellular,aug,tue,251,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2,no
4989,28,admin.,single,professional.course,no,no,yes,telephone,jun,thu,253,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
4990,43,admin.,married,university.degree,no,yes,no,cellular,nov,mon,414,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
4991,51,management,married,high.school,no,yes,yes,cellular,aug,fri,228,4,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,yes
4992,32,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,96,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
4993,39,admin.,single,high.school,no,yes,yes,cellular,nov,tue,95,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
4994,39,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,151,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
4995,36,retired,married,high.school,no,no,no,telephone,may,fri,192,20,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
4996,50,blue-collar,divorced,basic.4y,no,yes,no,telephone,jun,mon,46,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
4997,30,management,divorced,high.school,no,yes,no,telephone,may,mon,19,5,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
4998,50,admin.,married,university.degree,no,no,yes,cellular,aug,wed,92,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
4999,48,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,268,1,3,3,success,-1.8,93.876,-40.0,0.6679999999999999,5008.7,yes
5000,44,entrepreneur,married,high.school,no,no,no,cellular,jul,mon,77,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
5001,26,blue-collar,single,basic.4y,no,yes,yes,telephone,may,wed,196,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
5002,53,technician,married,professional.course,no,yes,no,telephone,jul,thu,144,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
5003,53,management,divorced,university.degree,unknown,no,no,cellular,apr,mon,414,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
5004,47,technician,single,professional.course,unknown,no,no,telephone,may,wed,27,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
5005,52,entrepreneur,single,university.degree,unknown,yes,no,cellular,nov,mon,472,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
5006,52,entrepreneur,married,high.school,no,yes,no,cellular,jun,fri,177,3,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no
5007,29,self-employed,single,university.degree,no,yes,no,cellular,jun,mon,167,2,999,1,failure,-1.7,94.055,-39.8,0.72,4991.6,yes
5008,37,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,281,1,5,1,success,-1.8,93.075,-47.1,1.445,5099.1,no
5009,26,student,single,basic.9y,no,yes,no,telephone,mar,mon,169,4,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,no
5010,34,admin.,single,university.degree,no,no,no,cellular,mar,tue,325,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.614,5099.1,yes
5011,36,technician,married,university.degree,no,yes,yes,cellular,may,mon,101,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,no
5012,49,admin.,married,basic.9y,no,yes,yes,cellular,jul,tue,145,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
5013,53,entrepreneur,married,basic.4y,no,yes,no,telephone,oct,tue,251,2,999,0,nonexistent,-3.4,92.431,-26.9,0.737,5017.5,no
5014,37,technician,single,professional.course,no,no,no,telephone,may,mon,197,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5015,35,admin.,single,high.school,no,no,no,cellular,apr,fri,146,2,5,2,success,-1.8,93.075,-47.1,1.405,5099.1,no
5016,33,admin.,single,university.degree,no,no,no,cellular,may,wed,6,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
5017,56,retired,married,basic.4y,no,no,no,telephone,jun,wed,375,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
5018,35,technician,single,professional.course,no,no,no,telephone,jun,tue,149,1,999,0,nonexistent,-1.7,94.055,-39.8,0.713,4991.6,no
5019,35,admin.,single,university.degree,no,yes,no,cellular,jul,fri,199,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
5020,51,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,wed,256,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
5021,56,services,divorced,high.school,no,no,yes,telephone,jul,tue,150,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no
5022,57,services,married,professional.course,no,yes,no,cellular,aug,wed,160,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
5023,38,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,jul,tue,319,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
5024,46,admin.,divorced,high.school,no,no,no,telephone,may,fri,132,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5025,36,unknown,single,basic.6y,unknown,yes,no,telephone,may,wed,660,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
5026,53,entrepreneur,married,unknown,no,no,no,cellular,nov,wed,304,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
5027,31,management,married,university.degree,no,yes,no,cellular,nov,mon,188,1,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.05,4963.6,yes
5028,26,admin.,single,high.school,no,yes,no,cellular,may,wed,38,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
5029,48,technician,married,professional.course,unknown,yes,no,cellular,jul,thu,5,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
5030,35,student,single,university.degree,unknown,yes,yes,telephone,may,mon,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5031,42,services,married,high.school,no,yes,no,cellular,nov,mon,252,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
5032,60,retired,married,basic.6y,no,no,no,cellular,aug,mon,79,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
5033,30,technician,single,university.degree,no,no,no,cellular,aug,thu,110,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
5034,35,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,106,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5035,57,management,married,university.degree,no,yes,yes,cellular,nov,fri,283,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
5036,35,services,married,high.school,no,yes,no,cellular,may,fri,478,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
5037,37,services,married,basic.6y,unknown,yes,no,cellular,nov,mon,372,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
5038,34,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,363,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
5039,25,admin.,single,basic.9y,no,no,no,cellular,jul,thu,18,29,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
5040,34,technician,married,professional.course,no,yes,no,cellular,aug,fri,50,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
5041,32,technician,single,high.school,no,yes,no,cellular,aug,fri,85,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
5042,34,admin.,married,high.school,no,yes,no,cellular,may,thu,321,4,999,3,failure,-1.8,93.876,-40.0,0.6920000000000001,5008.7,no
5043,40,admin.,single,university.degree,unknown,yes,no,telephone,jun,tue,176,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
5044,41,technician,married,high.school,no,yes,no,telephone,jun,fri,145,24,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
5045,50,blue-collar,married,unknown,unknown,yes,no,cellular,jul,thu,222,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
5046,70,retired,married,basic.4y,no,yes,no,cellular,may,thu,331,1,3,2,success,-1.8,93.876,-40.0,0.6829999999999999,5008.7,yes
5047,48,services,married,basic.4y,unknown,yes,no,cellular,nov,mon,218,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
5048,40,management,married,high.school,no,no,no,cellular,may,fri,253,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,no
5049,74,retired,married,basic.9y,no,yes,no,cellular,oct,thu,134,2,6,1,success,-3.4,92.431,-26.9,0.74,5017.5,yes
5050,44,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,128,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
5051,29,services,married,high.school,unknown,yes,yes,cellular,nov,thu,129,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
5052,32,admin.,single,high.school,no,yes,no,telephone,jul,fri,143,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
5053,47,services,single,high.school,no,yes,no,cellular,jul,tue,43,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
5054,48,blue-collar,divorced,basic.4y,unknown,yes,yes,cellular,jul,mon,169,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
5055,40,technician,married,high.school,no,yes,yes,cellular,aug,fri,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
5056,43,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,123,18,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5057,45,technician,divorced,professional.course,unknown,yes,yes,cellular,nov,wed,136,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
5058,27,blue-collar,single,basic.9y,no,no,yes,telephone,jun,thu,869,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
5059,54,retired,married,basic.4y,no,yes,no,cellular,apr,fri,840,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
5060,42,services,married,high.school,no,no,no,telephone,jun,mon,276,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
5061,40,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,154,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
5062,35,technician,single,professional.course,no,yes,no,telephone,nov,fri,160,1,999,0,nonexistent,-0.1,93.2,-42.0,4.223,5195.8,yes
5063,36,blue-collar,married,unknown,no,no,no,telephone,may,tue,257,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
5064,31,blue-collar,single,basic.4y,no,no,yes,cellular,nov,wed,125,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
5065,36,technician,married,professional.course,no,yes,no,cellular,may,mon,16,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,no
5066,27,admin.,married,university.degree,no,no,no,cellular,aug,thu,312,3,6,1,success,-1.7,94.027,-38.3,0.899,4991.6,yes
5067,28,admin.,single,university.degree,no,no,no,cellular,apr,fri,69,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
5068,53,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,mon,107,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
5069,42,services,single,high.school,no,no,no,cellular,apr,fri,544,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
5070,36,technician,single,unknown,no,yes,no,cellular,nov,fri,254,7,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
5071,30,technician,married,professional.course,no,yes,no,cellular,may,thu,341,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
5072,54,technician,married,professional.course,no,yes,no,cellular,aug,tue,41,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.838,5076.2,no
5073,43,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,246,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
5074,54,blue-collar,married,unknown,no,no,no,cellular,aug,mon,143,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
5075,38,admin.,divorced,university.degree,no,yes,no,cellular,apr,tue,177,2,999,0,nonexistent,-1.8,93.075,-47.1,1.3840000000000001,5099.1,yes
5076,37,admin.,single,university.degree,no,no,no,cellular,aug,mon,102,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
5077,58,blue-collar,divorced,basic.6y,unknown,no,no,cellular,aug,tue,272,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
5078,40,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,49,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
5079,48,blue-collar,married,professional.course,no,yes,yes,telephone,jun,fri,12,24,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
5080,73,retired,married,professional.course,no,yes,no,cellular,nov,fri,334,1,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.028,4963.6,yes
5081,39,blue-collar,married,basic.9y,unknown,yes,yes,cellular,apr,wed,120,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,no
5082,35,admin.,married,university.degree,no,yes,no,cellular,nov,wed,114,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
5083,42,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,135,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
5084,49,services,married,unknown,no,no,no,telephone,aug,fri,104,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
5085,48,admin.,single,university.degree,no,yes,no,telephone,jun,thu,333,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
5086,31,entrepreneur,single,university.degree,no,no,no,cellular,may,thu,50,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
5087,34,blue-collar,married,basic.9y,no,yes,yes,cellular,may,thu,96,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
5088,61,retired,married,high.school,no,yes,no,cellular,may,mon,104,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,no
5089,41,self-employed,married,basic.9y,no,no,no,cellular,jul,fri,134,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
5090,46,self-employed,married,basic.9y,unknown,no,no,telephone,may,mon,470,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5091,32,admin.,married,university.degree,no,no,no,cellular,aug,mon,218,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
5092,36,management,married,university.degree,unknown,yes,no,telephone,jul,thu,28,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
5093,27,technician,single,professional.course,no,no,no,cellular,apr,wed,72,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
5094,36,blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,279,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
5095,51,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,353,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
5096,33,technician,married,professional.course,no,no,no,cellular,apr,thu,285,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
5097,30,technician,divorced,professional.course,unknown,yes,no,cellular,aug,tue,210,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
5098,35,blue-collar,married,high.school,no,no,yes,cellular,jul,mon,149,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
5099,43,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,493,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
5100,27,admin.,married,high.school,no,yes,no,cellular,jul,mon,238,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
5101,29,admin.,single,high.school,no,yes,no,cellular,jul,wed,360,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
5102,32,admin.,single,university.degree,no,yes,no,cellular,jul,wed,97,3,999,0,nonexistent,-2.9,92.469,-33.6,1.0290000000000001,5076.2,yes
5103,45,admin.,married,university.degree,no,yes,yes,telephone,may,mon,157,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,no
5104,24,technician,single,professional.course,no,unknown,unknown,cellular,may,wed,311,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,yes
5105,48,blue-collar,single,basic.4y,no,yes,no,cellular,may,tue,36,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
5106,69,entrepreneur,married,high.school,no,no,no,cellular,jun,wed,144,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
5107,35,technician,married,professional.course,no,no,no,telephone,may,mon,409,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5108,75,retired,married,basic.4y,no,no,no,cellular,oct,wed,113,2,999,0,nonexistent,-3.4,92.431,-26.9,0.7240000000000001,5017.5,no
5109,43,management,married,high.school,no,no,no,telephone,may,tue,24,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5110,38,technician,divorced,high.school,no,no,no,telephone,nov,wed,59,5,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
5111,50,housemaid,divorced,professional.course,no,yes,no,cellular,nov,tue,132,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
5112,44,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,359,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
5113,31,services,single,high.school,unknown,yes,no,cellular,jul,wed,166,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
5114,44,technician,single,university.degree,no,no,no,cellular,nov,thu,284,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
5115,26,services,single,high.school,unknown,yes,yes,telephone,jul,fri,11,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
5116,38,admin.,married,university.degree,no,unknown,unknown,cellular,may,wed,118,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
5117,30,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,662,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
5118,44,services,divorced,high.school,no,yes,no,cellular,may,thu,533,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes
5119,35,admin.,married,university.degree,no,yes,no,cellular,nov,wed,631,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
5120,41,services,married,professional.course,no,no,yes,cellular,jul,fri,146,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
5121,41,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,134,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
5122,44,management,married,high.school,unknown,yes,no,cellular,jul,mon,418,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
5123,35,blue-collar,married,basic.6y,no,no,no,telephone,jun,thu,34,31,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
5124,49,entrepreneur,married,basic.9y,no,yes,no,telephone,may,wed,439,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
5125,35,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,mon,56,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
5126,48,admin.,single,university.degree,no,yes,yes,cellular,jul,mon,141,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
5127,38,technician,single,university.degree,no,yes,no,cellular,jun,tue,128,1,999,0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2,no
5128,31,admin.,single,university.degree,no,no,no,cellular,aug,thu,47,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
5129,57,admin.,single,university.degree,no,yes,no,cellular,jul,tue,69,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
5130,33,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,457,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
5131,32,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,1327,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
5132,36,services,single,high.school,no,no,no,cellular,may,fri,7,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
5133,33,entrepreneur,married,university.degree,no,yes,yes,cellular,jul,mon,103,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
5134,39,blue-collar,married,high.school,no,yes,no,telephone,may,fri,480,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
5135,50,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,1130,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
5136,53,retired,married,basic.9y,no,yes,yes,cellular,jul,thu,58,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
5137,42,admin.,married,high.school,no,no,yes,cellular,jul,thu,219,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
5138,29,admin.,married,basic.9y,no,yes,no,cellular,jul,mon,577,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
5139,31,entrepreneur,divorced,high.school,no,yes,no,telephone,may,tue,168,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5140,58,admin.,married,high.school,no,yes,yes,cellular,jul,thu,414,2,999,0,nonexistent,-1.7,94.215,-40.3,0.81,4991.6,yes
5141,32,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,165,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
5142,35,admin.,single,university.degree,no,yes,no,cellular,may,fri,662,1,12,1,success,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,yes
5143,39,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,tue,634,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
5144,28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,75,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
5145,39,technician,single,high.school,no,yes,no,telephone,jun,fri,274,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
5146,61,self-employed,divorced,high.school,no,no,no,cellular,aug,tue,92,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2,no
5147,52,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,wed,292,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
5148,45,services,married,high.school,no,yes,no,telephone,jul,tue,68,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
5149,31,technician,single,professional.course,no,yes,no,cellular,nov,thu,155,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
5150,69,retired,divorced,professional.course,no,no,no,cellular,oct,tue,144,1,999,0,nonexistent,-3.4,92.431,-26.9,0.7440000000000001,5017.5,yes
5151,36,technician,married,university.degree,no,no,yes,cellular,may,mon,287,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.354,5099.1,yes
5152,31,admin.,divorced,university.degree,no,yes,no,telephone,nov,tue,51,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
5153,39,management,single,university.degree,no,yes,no,telephone,may,tue,751,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
5154,34,admin.,single,basic.9y,unknown,yes,no,telephone,jun,thu,319,6,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
5155,44,technician,divorced,professional.course,no,no,no,cellular,aug,wed,157,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
5156,31,self-employed,single,university.degree,no,yes,no,cellular,jul,fri,85,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
5157,32,admin.,married,high.school,no,yes,yes,cellular,jul,thu,23,22,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
5158,26,admin.,single,high.school,no,yes,no,cellular,mar,fri,454,1,999,0,nonexistent,-1.8,93.369,-34.8,0.636,5008.7,no
5159,30,technician,single,professional.course,no,yes,no,cellular,nov,thu,78,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
5160,44,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,103,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
