,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
3373,7.0,1.0,1.0,1.0,12.0,39.86,0.27,3.75,10.63,149.49,0.01,8.3,3,1,0,0,6,4,7,5,1,False
3374,47.0,6.0,1.0,6.0,86.0,421.99,0.07,14.0,30.14,5907.9,0.14,328.22,31,10,6,0,12,18,44,42,11,True
3375,12.0,2.0,1.0,2.0,23.0,82.45,0.28,3.57,23.09,294.48,0.03,16.36,8,1,1,0,5,7,13,10,3,False
3376,23.0,4.0,1.0,4.0,80.0,400.0,0.1,10.2,39.22,4080.0,0.13,226.67,17,0,4,0,12,20,46,34,7,False
3377,13.0,2.0,1.0,2.0,15.0,45.0,0.33,3.0,15.0,135.0,0.02,7.5,7,3,1,0,4,4,9,6,3,False
3378,118.0,14.0,4.0,13.0,452.0,2797.8,0.03,30.66,91.25,85782.57,0.93,4765.7,108,1,6,0,17,56,250,202,27,True
3379,11.0,2.0,1.0,2.0,13.0,41.21,0.32,3.12,13.19,128.78,0.01,7.15,6,2,1,0,5,4,8,5,3,False
3380,132.0,31.0,23.0,12.0,1229.0,7582.84,0.01,91.2,83.15,691554.81,2.53,38419.71,79,43,8,0,27,45,925,304,61,True
3381,10.0,3.0,1.0,2.0,22.0,85.95,0.12,8.25,10.42,709.1,0.03,39.39,7,0,1,0,9,6,11,11,5,False
3382,43.0,5.0,1.0,3.0,99.0,485.78,0.07,15.29,31.76,7429.61,0.16,412.76,34,2,5,0,13,17,59,40,9,False
3383,20.0,2.0,1.0,1.0,36.0,152.93,0.17,5.82,26.28,889.75,0.05,49.43,15,0,3,0,8,11,20,16,3,False
3384,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3,2,3,2,1,False
3385,17.0,1.0,1.0,1.0,63.0,272.28,0.11,9.0,30.25,2450.53,0.09,136.14,11,0,4,0,8,12,36,27,1,False
3386,5.0,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,0,5,6,8,7,1,False
3387,10.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
3388,14.0,2.0,1.0,2.0,22.0,83.76,0.17,6.0,13.96,502.57,0.03,27.92,9,0,1,2,8,6,13,9,3,False
3389,37.0,4.0,4.0,2.0,75.0,368.02,0.06,17.0,21.65,6256.29,0.12,347.57,20,1,14,0,17,13,49,26,7,False
3390,28.0,4.0,3.0,4.0,70.0,353.11,0.09,11.42,30.92,4032.86,0.12,224.05,23,0,2,0,14,19,39,31,7,False
3391,63.0,12.0,1.0,12.0,223.0,1295.04,0.05,19.62,66.02,25402.71,0.43,1411.26,48,3,4,6,17,39,133,90,23,True
3392,32.0,6.0,6.0,3.0,107.0,553.18,0.03,33.0,16.76,18255.01,0.18,1014.17,25,0,5,0,22,14,65,42,11,True
3393,26.0,6.0,5.0,3.0,57.0,276.9,0.09,11.2,24.72,3101.34,0.09,172.3,22,0,2,0,14,15,33,24,11,False
3394,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3,2,3,2,1,False
3395,175.0,15.0,10.0,13.0,469.0,3052.16,0.02,42.1,72.5,128485.91,1.02,7138.11,105,30,28,10,29,62,289,180,28,False
3396,18.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,True
3397,21.0,4.0,1.0,4.0,48.0,207.45,0.13,7.77,26.69,1612.47,0.07,89.58,14,0,5,0,9,11,29,19,7,False
3398,9.0,1.0,1.0,1.0,13.0,41.21,0.2,5.0,8.24,206.05,0.01,11.45,5,0,2,0,6,3,8,5,1,False
3399,17.0,3.0,3.0,1.0,27.0,102.8,0.08,12.5,8.22,1284.98,0.03,71.39,12,0,3,0,10,4,17,10,5,False
3400,44.0,2.0,1.0,2.0,117.0,679.46,0.06,16.18,42.0,10991.27,0.23,610.63,32,5,5,0,22,34,67,50,3,False
3401,23.0,7.0,7.0,4.0,66.0,330.0,0.09,11.67,28.29,3850.0,0.11,213.89,17,0,4,0,14,18,36,30,13,False
3402,38.0,2.0,1.0,2.0,163.0,867.47,0.05,21.67,40.04,18795.28,0.29,1044.18,26,3,7,0,16,24,98,65,3,False
3403,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,False
3404,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
3405,18.0,1.0,1.0,1.0,47.0,209.59,0.15,6.58,31.87,1378.48,0.07,76.58,10,0,6,0,9,13,28,19,1,False
3406,46.0,4.0,4.0,4.0,214.0,1231.55,0.05,21.71,56.72,26742.14,0.41,1485.67,33,1,9,0,19,35,134,80,7,True
3407,12.0,2.0,1.0,2.0,33.0,142.62,0.2,5.0,28.52,713.12,0.05,39.62,9,0,1,0,8,12,18,15,3,False
3408,24.0,7.0,1.0,7.0,107.0,548.83,0.04,26.47,20.73,14527.94,0.18,807.11,19,0,3,0,18,17,57,50,13,False
3409,120.0,15.0,5.0,13.0,288.0,1836.01,0.03,33.11,55.45,60796.23,0.61,3377.57,85,12,12,6,30,53,171,117,27,False
3410,114.0,15.0,1.0,8.0,364.0,2084.96,0.02,42.69,48.84,88998.14,0.69,4944.34,79,10,23,0,18,35,198,166,29,False
3411,10.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
3412,34.0,3.0,1.0,3.0,95.0,446.54,0.08,12.81,34.85,5721.32,0.15,317.85,16,0,16,0,10,16,54,41,5,False
3413,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,True
3414,10.0,4.0,4.0,4.0,43.0,188.87,0.11,8.8,21.46,1662.05,0.06,92.34,7,0,1,0,11,10,27,16,7,False
3415,4.0,1.0,1.0,1.0,12.0,33.69,0.2,5.0,6.74,168.44,0.01,9.36,2,0,0,0,5,2,8,4,1,False
3416,92.0,8.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,15,True
3417,85.0,11.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,False
3418,27.0,6.0,1.0,3.0,46.0,202.05,0.09,10.67,18.94,2155.16,0.07,119.73,20,0,4,1,12,9,30,16,11,False
3419,6.0,2.0,1.0,1.0,19.0,74.23,0.29,3.5,21.21,259.81,0.02,14.43,3,0,1,0,7,8,11,8,3,False
3420,40.0,5.0,4.0,5.0,191.0,1128.22,0.07,13.54,83.3,15279.97,0.38,848.89,32,5,3,0,14,46,102,89,9,True
3421,39.0,9.0,7.0,7.0,135.0,727.96,0.03,28.6,25.45,20819.74,0.24,1156.65,29,3,3,2,22,20,83,52,17,False
3422,67.0,5.0,1.0,4.0,309.0,1725.75,0.03,32.04,53.85,55302.55,0.58,3072.36,52,1,8,0,15,32,167,140,9,True
3423,7.0,1.0,1.0,1.0,16.0,57.36,0.4,2.5,22.94,143.4,0.02,7.97,3,0,2,0,5,7,9,7,1,False
3424,24.0,3.0,1.0,3.0,64.0,325.6,0.12,8.36,38.96,2721.07,0.11,151.17,20,0,2,0,13,21,37,27,5,True
3425,86.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
3426,7.0,2.0,1.0,2.0,25.0,102.19,0.26,3.85,26.54,393.42,0.03,21.86,5,0,0,0,7,10,14,11,3,False
3427,10.0,1.0,1.0,1.0,18.0,66.61,0.29,3.43,19.43,228.37,0.02,12.69,5,0,3,0,6,7,10,8,1,True
3428,28.0,4.0,1.0,3.0,61.0,263.64,0.09,11.5,22.93,3031.83,0.09,168.44,19,4,3,0,10,10,38,23,7,False
3429,24.0,3.0,1.0,3.0,60.0,294.41,0.13,7.67,38.4,2257.17,0.1,125.4,20,0,2,0,12,18,37,23,5,False
3430,5.0,2.0,1.0,1.0,9.0,28.53,0.4,2.5,11.41,71.32,0.01,3.96,3,0,0,0,5,4,5,4,3,False
3431,15.0,3.0,1.0,2.0,52.0,249.98,0.09,10.96,22.81,2740.19,0.08,152.23,7,1,5,0,15,13,33,19,5,False
3432,44.0,6.0,3.0,5.0,122.0,644.82,0.06,15.65,41.2,10092.82,0.21,560.71,40,0,2,0,16,23,77,45,11,False
3433,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
3434,14.0,2.0,1.0,2.0,34.0,141.78,0.11,9.38,15.12,1329.16,0.05,73.84,10,0,1,0,10,8,19,15,3,False
3435,22.0,1.0,1.0,1.0,75.0,352.53,0.1,9.9,35.61,3490.08,0.12,193.89,15,0,5,0,11,15,48,27,1,False
3436,49.0,3.0,1.0,3.0,121.0,639.53,0.05,20.86,30.65,13343.0,0.21,741.28,33,2,4,8,17,22,67,54,5,True
3437,222.0,19.0,6.0,19.0,685.0,5009.32,0.02,46.32,108.14,232043.52,1.67,12891.31,133,42,37,8,38,121,390,295,29,True
3438,46.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,True
3439,19.0,5.0,4.0,4.0,80.0,392.55,0.05,20.25,19.39,7949.16,0.13,441.62,11,3,3,0,18,12,53,27,9,False
3440,52.0,4.0,1.0,4.0,121.0,664.51,0.09,11.5,57.78,7641.91,0.22,424.55,35,7,7,1,15,30,75,46,7,False
3441,129.0,14.0,14.0,8.0,506.0,3251.69,0.03,39.55,82.22,128601.67,1.08,7144.54,94,8,24,0,25,61,313,193,27,True
3442,42.0,5.0,1.0,3.0,107.0,535.0,0.05,19.85,26.95,10621.32,0.18,590.07,26,6,8,0,15,17,62,45,9,True
3443,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
3444,22.0,2.0,1.0,2.0,88.0,461.82,0.09,11.74,39.34,5421.34,0.15,301.19,17,0,3,0,15,23,52,36,3,False
3445,16.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,False
3446,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4,0,0,0,4,3,4,3,1,False
3447,5.0,1.0,1.0,1.0,8.0,22.46,0.5,2.0,11.23,44.92,0.01,2.5,3,0,0,0,4,3,5,3,1,False
3448,58.0,2.0,1.0,2.0,222.0,1189.38,0.05,21.78,54.61,25901.98,0.4,1439.0,46,4,5,0,14,27,138,84,3,False
3449,69.0,3.0,1.0,3.0,300.0,1772.07,0.05,19.93,88.89,35325.77,0.59,1962.54,55,0,12,0,14,46,169,131,5,False
3450,13.0,2.0,1.0,2.0,33.0,134.89,0.18,5.63,23.98,758.74,0.04,42.15,8,0,1,0,9,8,23,10,3,False
3451,13.0,3.0,1.0,3.0,27.0,112.59,0.09,11.0,10.24,1238.47,0.04,68.8,9,1,1,0,12,6,16,11,5,False
3452,17.0,5.0,4.0,5.0,39.0,173.92,0.09,10.8,16.1,1878.31,0.06,104.35,11,2,2,0,12,10,21,18,9,False
3453,65.0,8.0,1.0,3.0,167.0,932.69,0.05,20.97,44.49,19554.3,0.31,1086.35,52,3,6,2,19,29,103,64,15,False
3454,40.0,4.0,1.0,3.0,171.0,922.09,0.04,24.14,38.2,22259.16,0.31,1236.62,29,0,8,1,17,25,100,71,7,True
3455,35.0,8.0,1.0,1.0,93.0,431.88,0.03,37.29,11.58,16102.9,0.14,894.61,28,2,3,0,18,7,64,29,13,False
3456,18.0,2.0,1.0,2.0,39.0,165.67,0.11,9.43,17.57,1562.02,0.06,86.78,11,0,4,0,12,7,28,11,3,True
3457,26.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,False
3458,6.0,3.0,3.0,2.0,15.0,58.6,0.22,4.5,13.02,263.72,0.02,14.65,3,0,1,0,9,6,9,6,5,False
3459,5.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,1,0,5,2,5,2,1,True
3460,20.0,3.0,1.0,3.0,39.0,168.56,0.12,8.56,19.7,1442.08,0.06,80.12,14,0,4,0,11,9,25,14,5,False
3461,43.0,1.0,1.0,1.0,132.0,677.07,0.12,8.59,78.8,5817.75,0.23,323.21,26,3,11,0,8,27,74,58,1,False
3462,306.0,55.0,15.0,24.0,843.0,5344.49,0.01,86.11,62.06,460231.48,1.78,25568.42,212,63,27,2,28,53,517,326,109,False
3463,21.0,5.0,5.0,5.0,66.0,323.85,0.06,16.0,20.24,5181.68,0.11,287.87,18,0,1,0,16,14,38,28,9,False
3464,19.0,2.0,1.0,1.0,41.0,182.84,0.08,12.25,14.93,2239.75,0.06,124.43,10,3,4,0,14,8,27,14,3,False
3465,52.0,7.0,1.0,5.0,160.0,845.66,0.03,29.57,28.6,25007.5,0.28,1389.31,46,0,4,0,18,21,91,69,13,True
3466,17.0,2.0,1.0,1.0,27.0,99.91,0.09,11.25,8.88,1124.01,0.03,62.44,12,0,2,1,9,4,17,10,3,False
3467,19.0,3.0,3.0,1.0,42.0,201.91,0.11,9.5,21.25,1918.13,0.07,106.56,13,0,4,0,14,14,23,19,5,False
3468,16.0,1.0,1.0,1.0,79.0,398.51,0.18,5.6,71.16,2231.64,0.13,123.98,12,0,2,0,8,25,44,35,1,False
3469,92.0,13.0,1.0,2.0,156.0,856.73,0.04,22.31,38.4,19115.77,0.29,1061.99,72,0,17,0,21,24,105,51,14,False
3470,22.0,3.0,1.0,3.0,63.0,309.13,0.11,9.0,34.35,2782.21,0.1,154.57,18,0,1,0,12,18,36,27,5,False
3471,19.0,3.0,1.0,2.0,40.0,180.94,0.08,13.13,13.79,2374.87,0.06,131.94,14,0,3,0,15,8,26,14,5,False
3472,65.0,10.0,1.0,6.0,187.0,1026.98,0.03,32.52,31.58,33399.05,0.34,1855.5,56,5,1,0,22,23,119,68,16,False
3473,17.0,2.0,1.0,2.0,33.0,134.89,0.19,5.25,25.69,708.15,0.04,39.34,11,0,4,0,7,10,18,15,3,False
3474,74.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,15,False
3475,54.0,10.0,1.0,7.0,224.0,1207.88,0.02,52.66,22.94,63604.37,0.4,3533.58,40,2,4,6,23,19,137,87,19,False
3476,50.0,5.0,1.0,3.0,190.0,974.56,0.03,29.28,33.29,28533.06,0.32,1585.17,28,8,11,1,17,18,128,62,9,False
3477,88.0,12.0,8.0,5.0,196.0,1063.55,0.03,36.75,28.94,39085.39,0.35,2171.41,56,18,11,0,21,22,119,77,23,True
3478,31.0,6.0,1.0,1.0,64.0,289.51,0.04,28.57,10.13,8271.66,0.1,459.54,27,0,2,0,16,7,39,25,11,False
3479,14.0,2.0,1.0,2.0,43.0,191.76,0.13,8.0,23.97,1534.04,0.06,85.22,9,0,2,0,11,11,27,16,3,False
3480,4.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,0,5,3,6,3,1,False
3481,162.0,45.0,40.0,20.0,416.0,2486.55,0.03,33.95,73.23,84426.99,0.83,4690.39,125,22,13,0,20,43,270,146,89,False
3482,17.0,1.0,1.0,1.0,54.0,247.59,0.17,5.75,43.06,1423.63,0.08,79.09,11,1,3,0,8,16,31,23,1,False
3483,29.0,4.0,1.0,3.0,61.0,259.12,0.1,10.35,25.04,2681.93,0.09,149.0,20,4,3,0,9,10,38,23,7,False
3484,8.0,3.0,3.0,2.0,20.0,81.75,0.22,4.5,18.17,367.87,0.03,20.44,4,0,2,0,9,8,12,8,5,False
3485,45.0,4.0,1.0,1.0,148.0,782.24,0.09,11.72,66.72,9171.08,0.26,509.5,34,0,9,0,11,35,103,91,11,False
3486,4.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2,0,0,0,4,1,4,1,1,False
3487,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,4,0,0,0,3,2,3,2,1,False
3488,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
3489,16.0,3.0,1.0,1.0,23.0,87.57,0.21,4.67,18.76,408.66,0.03,22.7,12,0,2,0,8,6,16,7,4,False
3490,221.0,34.0,30.0,32.0,759.0,5242.33,0.02,51.5,101.79,269979.99,1.75,14998.89,170,20,28,1,30,90,450,309,67,False
3491,10.0,1.0,1.0,1.0,19.0,63.12,0.19,5.25,12.02,331.36,0.02,18.41,7,0,1,0,6,4,12,7,1,False
3492,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
3493,5.0,1.0,1.0,1.0,14.0,48.43,0.19,5.25,9.23,254.27,0.02,14.13,3,0,0,0,7,4,8,6,1,True
3494,124.0,7.0,1.0,3.0,643.0,4005.13,0.03,36.63,109.36,146687.9,1.34,8149.33,112,0,10,0,15,60,350,293,13,True
3495,88.0,16.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,31,False
3496,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3,2,3,2,1,False
3497,11.0,1.0,1.0,1.0,38.0,171.9,0.23,4.27,40.29,733.42,0.06,40.75,7,0,2,0,8,15,22,16,1,False
3498,26.0,4.0,4.0,1.0,42.0,178.41,0.09,11.69,15.27,2085.19,0.06,115.84,17,5,4,0,11,8,25,17,7,False
3499,5.0,1.0,1.0,1.0,11.0,30.88,0.2,5.0,6.18,154.4,0.01,8.58,3,0,0,0,5,2,7,4,1,False
3500,151.0,20.0,12.0,16.0,541.0,3327.01,0.02,55.4,60.05,184330.69,1.11,10240.59,98,22,26,3,24,47,324,217,39,True
3501,38.0,4.0,1.0,3.0,125.0,660.68,0.07,14.84,44.52,9804.42,0.22,544.69,28,3,5,0,14,25,72,53,7,False
3502,42.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,13,False
3503,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,True
3504,34.0,5.0,1.0,4.0,79.0,428.67,0.11,8.84,48.5,3789.18,0.14,210.51,25,1,6,0,15,28,46,33,6,False
3505,30.0,4.0,4.0,4.0,74.0,370.0,0.1,9.6,38.54,3552.0,0.12,197.33,13,9,6,0,12,20,42,32,7,False
3506,15.0,3.0,3.0,1.0,42.0,178.41,0.06,16.25,10.98,2899.21,0.06,161.07,9,0,4,0,13,6,27,15,5,False
3507,4.0,1.0,1.0,1.0,19.0,76.0,0.2,5.0,15.2,380.0,0.03,21.11,2,0,0,0,10,6,13,6,1,False
3508,100.0,1.0,1.0,1.0,593.0,3922.52,0.06,16.56,236.82,64969.6,1.31,3609.42,94,0,4,0,11,87,331,262,1,False
3509,7.0,1.0,1.0,1.0,14.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4,0,1,0,6,5,8,6,1,False
3510,56.0,5.0,1.0,3.0,173.0,990.93,0.04,23.75,41.72,23534.59,0.33,1307.48,39,6,9,0,19,34,88,85,9,False
3511,5.0,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,0,5,6,8,7,1,False
3512,32.0,4.0,4.0,3.0,97.0,519.67,0.08,12.4,41.9,6446.06,0.17,358.11,26,0,4,0,15,26,54,43,7,False
3513,31.0,2.0,1.0,2.0,84.0,399.41,0.11,9.0,44.38,3594.69,0.13,199.71,19,4,6,0,9,18,48,36,3,True
3514,29.0,3.0,1.0,3.0,59.0,250.63,0.09,11.25,22.28,2819.56,0.08,156.64,20,0,5,0,9,10,34,25,5,False
3515,119.0,22.0,12.0,8.0,367.0,2202.0,0.02,44.79,49.17,98618.14,0.73,5478.79,92,8,5,10,22,42,196,171,43,True
3516,186.0,42.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,83,True
3517,8.0,2.0,1.0,2.0,18.0,66.61,0.33,3.0,22.2,199.82,0.02,11.1,6,0,0,0,6,7,11,7,3,False
3518,24.0,6.0,1.0,3.0,81.0,385.15,0.05,19.38,19.87,7465.9,0.13,414.77,16,1,5,0,14,13,45,36,11,False
3519,119.0,12.0,1.0,5.0,398.0,2537.27,0.03,29.05,87.35,73701.53,0.85,4094.53,84,10,23,0,20,63,215,183,23,True
3520,79.0,10.0,3.0,2.0,133.0,687.6,0.03,30.18,22.79,20749.34,0.23,1152.74,51,17,6,0,19,17,79,54,19,False
3521,8.0,1.0,1.0,1.0,30.0,122.62,0.34,2.92,42.04,357.65,0.04,19.87,6,0,0,0,5,12,16,14,1,False
3522,31.0,5.0,1.0,5.0,96.0,503.8,0.06,17.81,28.29,8972.46,0.17,498.47,22,1,5,0,17,21,52,44,9,False
3523,16.0,5.0,5.0,5.0,67.0,318.58,0.06,16.14,19.72,5146.25,0.11,285.9,13,0,1,0,14,13,37,30,9,False
3524,57.0,7.0,7.0,7.0,189.0,1025.56,0.03,31.98,32.07,32794.73,0.34,1821.93,36,10,9,0,21,22,122,67,13,False
3525,34.0,9.0,4.0,7.0,352.0,2062.01,0.03,36.58,56.37,75426.13,0.69,4190.34,29,0,3,0,20,38,213,139,17,True
3526,34.0,5.0,1.0,5.0,129.0,681.82,0.05,18.93,36.01,12908.03,0.23,717.11,28,1,3,0,17,22,80,49,9,False
3527,61.0,7.0,1.0,7.0,165.0,865.91,0.05,20.13,43.03,17426.4,0.29,968.13,52,0,7,0,14,24,96,69,8,False
3528,25.0,5.0,1.0,5.0,95.0,475.0,0.08,12.05,39.43,5722.62,0.16,317.92,22,0,1,0,11,21,49,46,9,False
3529,5.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,1,0,0,3,1,3,1,1,False
3530,76.0,14.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,27,True
3531,49.0,7.0,1.0,4.0,124.0,699.84,0.06,17.04,41.08,11923.17,0.23,662.4,38,0,7,2,23,27,84,40,11,True
3532,162.0,25.0,15.0,13.0,408.0,2525.45,0.02,47.54,53.12,120068.6,0.84,6670.48,109,31,18,2,27,46,246,162,49,True
3533,46.0,4.0,1.0,4.0,80.0,396.34,0.08,11.92,33.26,4723.0,0.13,262.39,28,1,14,0,13,18,47,33,7,True
3534,11.0,1.0,1.0,1.0,48.0,196.2,0.14,7.0,28.03,1373.39,0.07,76.3,9,0,0,0,7,10,28,20,1,False
3535,5.0,1.0,1.0,1.0,19.0,70.31,0.24,4.08,17.22,287.09,0.02,15.95,3,0,0,0,7,6,12,7,1,False
3536,18.0,4.0,1.0,2.0,56.0,256.76,0.07,13.59,18.89,3489.57,0.09,193.87,11,0,3,2,13,11,33,23,7,False
3537,526.0,80.0,31.0,60.0,1469.0,9339.24,0.01,112.38,83.1,1049575.36,3.11,58309.74,405,30,89,0,22,60,856,613,159,True
3538,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3,2,3,2,1,False
3539,77.0,6.0,1.0,1.0,162.0,1002.75,0.02,44.24,22.66,44364.16,0.33,2464.68,56,13,5,0,40,33,89,73,8,False
3540,176.0,12.0,3.0,7.0,630.0,4005.26,0.01,73.72,54.33,295281.24,1.34,16404.5,127,23,24,0,35,47,432,198,21,False
3541,176.0,27.0,1.0,2.0,260.0,1704.19,0.04,26.4,64.56,44987.81,0.57,2499.32,143,1,30,0,35,59,171,89,28,False
3542,18.0,2.0,1.0,2.0,56.0,277.43,0.07,13.85,20.04,3841.41,0.09,213.41,12,0,4,0,18,13,36,20,3,True
3543,47.0,3.0,1.0,3.0,178.0,1019.57,0.05,19.8,51.49,20187.48,0.34,1121.53,35,1,9,0,18,35,101,77,5,False
3544,6.0,2.0,1.0,1.0,21.0,77.71,0.15,6.75,11.51,524.54,0.03,29.14,4,0,0,0,9,4,15,6,3,False
3545,46.0,7.0,3.0,4.0,129.0,712.54,0.05,20.17,35.33,14369.55,0.24,798.31,38,0,6,0,22,24,85,44,13,False
3546,5.0,1.0,1.0,1.0,17.0,60.94,0.29,3.5,17.41,213.31,0.02,11.85,3,0,0,0,6,6,10,7,1,False
3547,49.0,9.0,7.0,2.0,115.0,589.87,0.04,23.29,25.32,13740.44,0.2,763.36,31,7,7,0,18,17,71,44,17,False
3548,10.0,2.0,1.0,2.0,25.0,106.2,0.25,4.0,26.55,424.79,0.04,23.6,8,0,0,0,8,11,14,11,3,False
3549,7.0,1.0,1.0,1.0,16.0,55.35,0.44,2.29,24.22,126.52,0.02,7.03,4,0,1,0,4,7,8,8,1,False
3550,50.0,3.0,1.0,3.0,148.0,746.57,0.13,8.0,93.32,5972.56,0.25,331.81,38,1,9,0,6,27,76,72,5,False
3551,11.0,4.0,1.0,3.0,26.0,104.0,0.25,4.0,26.0,416.0,0.03,23.11,9,0,0,0,8,8,18,8,7,False
3552,81.0,8.0,6.0,4.0,143.0,750.45,0.04,28.33,26.49,21262.85,0.25,1181.27,36,14,24,3,20,18,92,51,15,False
3553,15.0,2.0,1.0,2.0,42.0,189.99,0.14,7.33,25.91,1393.26,0.06,77.4,9,0,3,0,11,12,26,16,3,False
3554,30.0,11.0,6.0,6.0,149.0,787.52,0.04,24.0,32.81,18900.6,0.26,1050.03,25,0,3,0,16,23,80,69,21,False
3555,22.0,4.0,1.0,4.0,67.0,303.08,0.13,7.73,39.19,2343.81,0.1,130.21,16,0,2,2,8,15,38,29,7,False
3556,99.0,2.0,1.0,1.0,384.0,2454.65,0.06,17.5,140.27,42956.37,0.82,2386.47,81,0,16,0,14,70,209,175,3,True
3557,70.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,False
3558,167.0,27.0,1.0,21.0,461.0,2665.21,0.02,52.54,50.73,140031.41,0.89,7779.52,109,29,27,0,18,37,245,216,53,False
3559,10.0,2.0,1.0,1.0,20.0,78.14,0.19,5.25,14.88,410.22,0.03,22.79,7,0,1,0,9,6,13,7,3,False
3560,36.0,7.0,1.0,3.0,81.0,408.6,0.06,16.47,24.81,6729.82,0.14,373.88,27,1,5,1,16,17,46,35,13,False
3561,67.0,9.0,4.0,5.0,108.0,524.66,0.05,18.67,28.11,9793.69,0.17,544.09,41,14,10,0,14,15,68,40,17,False
3562,18.0,4.0,3.0,3.0,31.0,126.71,0.1,10.08,12.57,1277.67,0.04,70.98,8,4,3,1,11,6,20,11,7,True
3563,226.0,9.0,1.0,9.0,782.0,5333.38,0.02,44.9,118.79,239462.77,1.78,13303.49,162,13,49,0,24,89,449,333,15,True
3564,4.0,1.0,1.0,1.0,12.0,39.86,0.4,2.5,15.95,99.66,0.01,5.54,2,0,0,0,5,5,7,5,1,False
